enrollment,graderange,parentrating,school_type
1019.2777777777778,['K-5' 'K-12' '9-12' '6-8' '6-12'],4.166666666666667,['public' 'charter']
783.5,['K-5' '6-8' '9-12'],4.75,['public']
674.3157894736842,['6-8' '9-12' 'K-5' 'K-8'],4.052631578947368,['public']
597.0,['7-8' '9-12' 'K-6'],4.0,['public']
607.5714285714286,['K-5' '6-8' 'K-12' '9-12' 'K-8'],4.0,['public']
1020.4444444444445,['K-5' '9-12' '6-8' 'K-12'],4.222222222222222,['public']
732.0833333333334,['K-6' 'K-8' 'K-12' 'K-5' '9-12' '6-8'],4.333333333333333,['public' 'charter']
951.0416666666666,['K-5' 'PK-5' '9-12' 'K-6' '6-8' 'PK-6' 'PK-12' 'K-8' '7-12' '7-8' '5-8'],4.125,['public' 'charter']
598.0869565217391,['K-6' '7-8' '9-12' 'K-8' 'K-12'],4.173913043478261,['public' 'charter']
692.0,['9-12' 'K-5' '6-8' 'K-8'],3.9444444444444446,['public']
892.5,['9-12' '7-12' 'K-6' '7-8'],3.875,['public' 'charter']
444.3809523809524,['K-12' '9-12' 'K-5' 'K-6' '6-8' 'PK-5' '7-12' 'K-8'],3.9523809523809526,['public' 'charter']
610.0,['K-5' '6-8' 'K-6'],4.333333333333333,['public']
995.5,['K-6' '7-8' '9-12' 'K-12'],4.166666666666667,['public' 'charter']
943.7777777777778,['K-5' 'PK-5' '6-8' '9-12'],4.111111111111111,['charter' 'public']
280.5,['5-8' 'K-4'],5.0,['public']
590.3023255813954,['K-6' '9-12' '7-8' 'K-8' '7-12' '1-8' '6-8' 'K-12' '5-6' '4-6' 'K-3'],4.046511627906977,['public' 'charter']
906.2,['K-8' '9-12' 'K-6'],4.0,['public']
732.25,['K-5' 'K-8' '9-12' '6-8'],4.0,['public' 'charter']
270.0,['K-8'],4.0,['public' 'charter']
653.3333333333334,['9-12' '6-8' 'K-5'],4.0,['public']
575.0,['K-5' 'K-8' '9-12' '6-8'],3.375,['public' 'charter']
379.3333333333333,['9-12' 'K-5' '6-8' 'K-12' 'K-4' 'K-8'],4.0,['public' 'charter']
615.8,['7-8' 'K-6' '2-6' '7-12' '9-12'],4.4,['public']
824.25,['K-8' '7-8' 'PK-6' '9-12'],4.25,['public']
553.6666666666666,['9-12' 'K-5' 'K-8'],4.333333333333333,['public']
569.0,['K-8' '6-8'],4.0,['public']
688.3333333333334,['K-5' '6-8'],4.0,['public']
876.551724137931,['K-6' 'K-12' '9-12' '6-8'],3.9655172413793105,['public' 'charter']
634.5,['7-8' 'K-6'],3.5,['public']
704.1428571428571,['K-6' '7-8' 'PK-6' '9-12'],3.7142857142857144,['public']
410.0,['K-6' 'PK-8'],4.0,['public']
501.7142857142857,['6-8' 'K-5' 'K-8' '9-12'],4.285714285714286,['public' 'charter']
666.3333333333334,['K-12' 'K-8' '9-12'],4.0,['charter' 'public']
1425.0,['9-12'],4.0,['public']
982.3333333333334,['K-5' '6-12' 'K-6' '9-12' '6-8'],3.9444444444444446,['charter' 'public']
650.8,['K-5' '9-12' '6-8'],3.8,['public']
950.8,['K-5' '6-8' '9-12'],4.0,['public']
682.0,['6-8' 'K-5' '9-12'],3.7222222222222223,['public']
447.0,['K-5'],5.0,['public']
343.6666666666667,['6-8' '3-5' '9-12'],3.6666666666666665,['public']
721.0,['K-6'],4.0,['public']
776.1538461538462,['K-8' 'K-6' '6-12' 'K-5' '9-12' '7-8' 'PK-6' 'PK-8' 'K-12'],3.4615384615384617,['public' 'charter']
720.6666666666666,['6-8' 'K-5'],4.0,['public']
722.1111111111111,['K-5' '6-8' '6-12'],4.0,['public' 'charter']
421.5,['6-8' 'K-8' '9-12' '3-5'],3.25,['public']
628.0,['9-12'],3.0,['public']
448.75,['K-3' '9-12'],4.0,['public']
705.0,['K-5'],4.0,['public']
1434.5882352941176,['K-5' '9-12' '6-8' 'K-12'],4.0,['public' 'charter']
607.0,['K-6' '4-6' 'K-3' '7-8'],4.0,['public']
727.9,['K-5' 'K-8' '6-8' '9-12'],4.2,['public' 'charter']
572.0,['3-5'],3.0,['public']
900.2272727272727,['K-5' '6-8' '9-12'],4.0,['public']
777.4,['K-8' 'PK-8' 'K-5' 'K-12' '5-8' '6-8' '9-12' 'K-4'],3.96,['public' 'charter']
184.0,['K-8'],4.0,['public']
403.5,['6-8' 'K-12' 'K-5' 'K-8' '9-12'],4.166666666666667,['public' 'charter']
781.5,['K-8' '6-8' 'K-6' 'K-5' '7-8' '9-12' '5-8' 'K-4'],3.5555555555555554,['public']
213.0,['7-12'],5.0,['public']
965.2222222222222,['K-6' '7-8' '6-8' '9-12'],3.7777777777777777,['public']
745.6363636363636,['PK-5' 'K-5' '6-8' '9-12'],4.181818181818182,['public']
505.0,['K-6' '9-12' '7-8'],3.0,['public']
304.125,['4-12' 'K-4' 'K-6' '7-12' 'K-8'],4.0,['charter' 'public']
1275.5555555555557,['K-5' '6-8' '9-12'],4.0,['public']
859.5384615384615,['K-6' 'K-7' '7-8' '9-12'],4.0,['public']
714.9285714285714,['K-6' '9-12' '7-8'],4.071428571428571,['public' 'charter']
708.2666666666667,['K-5' '6-8' '9-12' 'K-8'],3.7333333333333334,['public' 'charter']
694.0,['K-5' '6-8' 'K-8' '9-12' 'K-12'],4.153846153846154,['public' 'charter']
832.1785714285714,['K-6' '7-12' '7-8' '9-12' 'K-5'],3.6785714285714284,['public' 'charter']
1180.0,['7-8' 'K-6' '9-12'],3.75,['public']
724.8055555555555,['K-6' 'K-12' 'K-8' '7-8' '9-12' 'PK-8'],4.0,['public' 'charter']
862.4736842105264,['K-5' 'K-8' 'K-12' '9-12' '6-8'],3.6315789473684212,['public' 'charter']
984.5555555555555,['K-5' '6-8' 'K-8' '9-12'],4.333333333333333,['public']
707.3846153846154,['9-12' 'K-5' '1-8' '6-8'],4.153846153846154,['public' 'charter']
174.0,['K-6'],4.0,['public']
471.0,['K-5'],4.0,['charter']
626.0,['K-5'],5.0,['public']
842.2,['K-6' 'K-8' '7-8' '9-12'],4.6,['public']
879.25,['K-12' 'K-3' '9-12' '7-8'],4.0,['charter' 'public']
669.6,['K-8' 'K-5' 'K-6' '6-12' '6-8' 'K-12' '9-12'],4.2,['charter' 'public']
244.0,['K-8'],3.0,['public']
777.15,['K-5' '9-12' '6-8' 'K-6' 'K-8' '7-8'],3.85,['public' 'charter']
869.7777777777778,['K-8' '9-12' '6-12'],3.7777777777777777,['public' 'charter']
380.0,['K-12' 'K-5'],4.0,['charter' 'public']
761.5294117647059,['K-6' 'K-5' '6-8' '9-12' '7-8'],3.823529411764706,['public']
363.0,['K-8'],3.0,['public']
536.6666666666666,['4-8' 'K-3' '9-12'],3.6666666666666665,['public']
693.8181818181819,['K-6' '9-12' 'PK-5' 'K-5' '6-8' 'PK-6' '7-8' 'K-8'],3.8484848484848486,['public']
960.75,['PK-6' '9-12' 'K-6' 'K-8'],3.75,['public' 'charter']
520.5,['7-12' 'K-3'],4.0,['public']
256.4,['6-8' '3-5' '9-12' '6-12'],3.4,['public' 'charter']
192.0,['K-8'],3.0,['public']
395.75,['K-5' 'K-8' '9-12' '6-8'],4.0,['public' 'charter']
1316.0,['9-12' '6-8'],4.0,['public']
409.5,['9-12' '6-8'],2.5,['public']
656.8,['K-6' '7-8' '9-12'],4.3,['public']
1184.1818181818182,['K-5' 'K-8' '9-12' '6-8'],4.090909090909091,['charter' 'public']
1126.0,['K-8' '9-12'],4.5,['public']
694.5555555555555,['7-8' 'K-5' 'K-6' '9-12' '6-8'],4.222222222222222,['public']
127.0,['K-5'],4.0,['public']
353.6666666666667,['K-3' '4-8' 'K-12'],4.333333333333333,['public']
717.8947368421053,['K-8' 'K-5' '6-8' '9-12' 'K-12'],3.736842105263158,['public' 'charter']
932.5,['K-5' 'K-8' '6-8' '9-12'],3.75,['public' 'charter']
766.0,['7-8' 'K-6' '9-12'],3.0,['public']
